date,realization-1,realization-2,realization-3,realization-4,realization-5
1955-01-01,,,,,
1955-01-02,,,,,
1955-01-03,,,,,
1955-01-04,,,,,
1955-01-05,43.627,45.955,54.106,55.397,59.826
1955-01-06,649.259,655.013,660.772,666.353,671.591
1955-01-07,1277.739,1281.876,1287.981,1284.523,1287.435
1955-01-08,1598.968,1604.177,1595.833,1599.139,1609.961
1955-01-09,1863.284,1856.351,1826.28,1869.587,1874.577
1955-01-10,2078.198,2087.744,2073.969,2085.06,2098.471
1955-01-11,2713.12,2706.281,2710.495,2733.19,2723.129
1955-01-12,3609.201,3616.606,3623.378,3629.839,3637.147
1955-01-13,4792.224,4801.061,4808.485,4815.389,4824.52
1955-01-14,6180.858,6186.988,6191.875,6196.345,6202.798
1955-01-15,7317.923,7308.917,7318.744,7337.496,7325.034
1955-01-16,8212.04,8220.196,8227.337,8214.709,8220.572
1955-01-17,9006.177,9009.938,8982.744,9008.028,9025.454
1955-01-18,9695.64,9662.359,9754.766,9747.153,9656.316
1955-01-19,10112.254,10117.38,9922.922,10077.231,10199.795
1955-01-20,9998.199,9944.197,9963.414,10041.312,9980.512
1955-01-21,9385.477,9377.799,9358.586,9383.276,9383.189
1955-01-22,8495.447,8490.702,8463.265,8481.405,8495.063
1955-01-23,7511.368,7514.137,7497.502,7495.626,7506.224
1955-01-24,6639.487,6633.122,6641.664,6636.804,6624.592
1955-01-25,5973.735,5970.835,5968.535,5966.34,5963.229
1955-01-26,5441.456,5438.815,5436.698,5434.688,5431.905
1955-01-27,5034.855,5032.779,5031.085,5029.468,5027.288
1955-01-28,4718.915,4717.083,4715.568,4714.131,4712.23
1955-01-29,4430.924,4429.044,4427.466,4425.967,4424.037
1955-01-30,4149.992,4148.087,4146.454,4144.896,4142.947
1955-01-31,3909.689,3908.156,3906.826,3905.548,3903.996
1955-02-01,3709.193,3707.391,3705.774,3704.229,3702.42
1955-02-02,3481.777,3479.816,3478.01,3476.271,3474.344
1955-02-03,3293.798,3292.074,3290.419,3288.819,3287.15
1955-02-04,3120.97,3119.93,3118.45,3118.18,3117.351
1955-02-05,2971.627,2977.96,2969.151,2967.205,2975.835
1955-02-06,2869.305,2861.022,2881.743,2890.816,2868.657
1955-02-07,2725.201,2721.785,2746.606,2732.236,2723.74
1955-02-08,2614.574,2595.034,2614.937,2616.378,2577.742
1955-02-09,2515.555,2502.848,2523.131,2517.678,2486.383
1955-02-10,2403.292,2400.242,2394.31,2396.206,2391.581
1955-02-11,2309.915,2301.619,2325.272,2315.322,2290.567
1955-02-12,2255.319,2241.768,2235.677,2267.316,2247.767
1955-02-13,2198.849,2218.192,2205.698,2189.972,2225.641
1955-02-14,2128.297,2145.076,2184.739,2105.474,2127.741
1955-02-15,2132.517,2125.955,2092.012,2133.734,2139.72
1955-02-16,2092.616,2069.657,2089.762,2107.566,2068.037
1955-02-17,2034.074,2038.778,2042.774,2029.328,2034.018
1955-02-18,1983.832,1986.281,1940.591,1983.717,2003.974
1955-02-19,1904.305,1904.821,1931.397,1905.814,1897.403
1955-02-20,1850.844,1842.612,1866.174,1855.207,1836.298
1955-02-21,1807,1801.777,1804.242,1810.487,1802.683
1955-02-22,1770.929,1776.029,1762.722,1766.526,1776.384
1955-02-23,1751.312,1725.509,1719.328,1765.865,1731.229
1955-02-24,1695.99,1713.496,1700.668,1685.335,1713.538
1955-02-25,1660.928,1650.187,1652.325,1666.866,1647.851
1955-02-26,1604.934,1615.378,1591.628,1598.668,1619.367
1955-02-27,1555.389,1543.184,1553.641,1559.708,1540.828
1955-02-28,1501.723,1504.718,1503.499,1498.384,1503.537
1955-03-01,1453.027,1456.293,1456.978,1450.711,1454.459
1955-03-02,1408.638,1407.473,1405.803,1407.999,1407.71
1955-03-03,1379.246,1376.046,1375.528,1380.794,1376.532
1955-03-04,1367.785,1364.286,1360.989,1370.094,1365.894
1955-03-05,1363.302,1364.287,1358.444,1362.368,1366.796
1955-03-06,1425.278,1423.612,1427.395,1428.116,1425.282
1955-03-07,1617.789,1617.624,1644.388,1623.202,1611.69
1955-03-08,1998.942,1980.243,1994.911,2013.508,1985.663
1955-03-09,2581.652,2573.785,2608.338,2600.633,2582.08
1955-03-10,3241.188,3245.486,3249.062,3252.576,3256.842
1955-03-11,3758.598,3763.204,3767.338,3771.25,3775.827
1955-03-12,4246.295,4249.154,4251.62,4253.924,4256.828
1955-03-13,4501.614,4502.368,4503.017,4503.609,4504.372
1955-03-14,4471.93,4471.096,4470.396,4469.727,4468.868
1955-03-15,4268.799,4267.124,4265.704,4264.351,4262.638
1955-03-16,4004.327,4002.384,4000.703,3999.104,3997.132
1955-03-17,3734.881,3732.667,3730.7,3728.817,3726.6
1955-03-18,3473.757,3471.567,3469.547,3467.605,3465.452
1955-03-19,3269.844,3268.119,3266.456,3264.842,3263.175
1955-03-20,3122.627,3122.102,3121.6,3120.816,3120.282
1955-03-21,3103.603,3103.838,3104.044,3104.496,3104.69
1955-03-22,3147.347,3147.395,3147.44,3147.471,3147.51
1955-03-23,3113.559,3113.121,3112.61,3112.572,3112.197
1955-03-24,3047.853,3048.009,3047.767,3047.024,3047.167
1955-03-25,3008.853,3008.362,3009.534,3008.864,3007.839
1955-03-26,3007.552,3007.429,3007.82,3007.897,3007.577
1955-03-27,3056.261,3056.16,3056.302,3057.411,3057.365
1955-03-28,3156.357,3157.111,3157.818,3158.525,3159.267
1955-03-29,3278.791,3279.787,3280.744,3281.653,3282.608
1955-03-30,3362.263,3362.807,3363.322,3363.8,3364.317
1955-03-31,3435.316,3436.581,3437.753,3438.864,3440.093
1955-04-01,3567.584,3568.311,3568.973,3569.589,3570.298
1955-04-02,3582.47,3582.37,3582.27,3582.166,3582.057
1955-04-03,3588.083,3588.436,3588.755,3589.051,3589.395
1955-04-04,3691.225,3692.523,3693.691,3694.79,3696.079
1955-04-05,3907.712,3909.695,3911.448,3913.09,3915.079
1955-04-06,4161.029,4162.597,4163.952,4165.213,4166.793
1955-04-07,4309.967,4310.556,4311.068,4311.529,4312.134
1955-04-08,4323.366,4323.084,4322.861,4322.628,4322.341
1955-04-09,4239.935,4239.214,4238.602,4238.009,4237.267
1955-04-10,4115.631,4114.662,4113.833,4113.033,4112.035
1955-04-11,3959.165,3957.877,3956.765,3955.7,3954.386
1955-04-12,3757.48,3755.671,3754.062,3752.526,3750.714
1955-04-13,3523.233,3521.205,3519.353,3517.571,3515.572
1955-04-14,3319.035,3317.142,3315.34,3313.596,3311.761
1955-04-15,3129.861,3128.597,3127.923,3126.787,3125.383
1955-04-16,2975.895,2957.942,2970.32,2974.333,2945.557
1955-04-17,2901.764,2891.433,2933.59,2925.162,2883.975
1955-04-18,2871.357,2876.396,2869.34,2867.155,2864.34
1955-04-19,2868.317,2879.666,2874.068,2869.72,2876.668
1955-04-20,2857.326,2866.626,2868.383,2863.571,2874.207
1955-04-21,2812.73,2803.001,2786.042,2816.1,2803.607
1955-04-22,2765.139,2766.215,2771.53,2765.523,2766.907
1955-04-23,2689.536,2679.153,2683.987,2678.588,2674.443
1955-04-24,2589.455,2591.272,2571.98,2593.866,2584.959
1955-04-25,2512.832,2514.679,2501.913,2514.349,2517.177
1955-04-26,2346.729,2361.528,2379.779,2330.654,2349.219
1955-04-27,2236.103,2238.793,2198.266,2238.425,2251.14
1955-04-28,2233.228,2227.364,2184.535,2235.882,2244.715
1955-04-29,2302.888,2285.518,2332.603,2316.118,2267.266
1955-04-30,2396.307,2392.34,2375.268,2404.781,2415.241
1955-05-01,2395.545,2382.758,2423.859,2402.585,2363.579
1955-05-02,2383.64,2370.689,2390.774,2396.472,2363.567
1955-05-03,2322.485,2343.261,2328.409,2306.83,2353.976
1955-05-04,2289.32,2317.938,2284.785,2282.426,2339.929
1955-05-05,2280.466,2256.264,2268.267,2301.289,2253.534
1955-05-06,2232.483,2255.274,2253.053,2224.185,2250.205
1955-05-07,2189.767,2195.994,2222.62,2179.016,2186.789
1955-05-08,2144.286,2156.256,2084.097,2135.012,2179.896
1955-05-09,2070.956,2041.707,2047.046,2090.699,2044.108
1955-05-10,1964.261,1963.014,1960.485,1965.793,1961.401
1955-05-11,1876.31,1886.003,1872.057,1866.135,1883.015
1955-05-12,1791.011,1825.127,1777.049,1767.376,1831.805
1955-05-13,1720.029,1700.741,1723.862,1731.677,1695.407
1955-05-14,1637.342,1648.17,1622.1,1628.013,1653.293
1955-05-15,1562.835,1569.497,1555.976,1556.98,1570.688
1955-05-16,1503.61,1497.045,1501.101,1506.899,1496.567
1955-05-17,1449.519,1446.268,1444.512,1449.82,1446.454
1955-05-18,1400.155,1398.402,1400.912,1399.711,1396.878
1955-05-19,1362.36,1361.702,1358.86,1361.198,1362.384
1955-05-20,1335.543,1331.536,1325.754,1337.241,1334.176
1955-05-21,1313.015,1308.004,1302.485,1314.919,1310.554
1955-05-22,1297.384,1297.753,1295.538,1296.196,1298.697
1955-05-23,1297.165,1299.014,1301.468,1296.159,1298.028
1955-05-24,1303.06,1312.445,1304.134,1298.317,1312.537
1955-05-25,1295.893,1296.57,1310.638,1296.079,1291.207
1955-05-26,1278.444,1263.538,1265.632,1286.055,1266.604
1955-05-27,1227.615,1226.986,1234.356,1226.077,1224.474
1955-05-28,1183.586,1188.187,1185.774,1178.905,1186.573
1955-05-29,1147.154,1139.12,1153.78,1150.916,1136.692
1955-05-30,1121.232,1104.575,1107.826,1130.434,1106.94
1955-05-31,1094.908,1076.811,1078.345,1104.166,1080.662
1955-06-01,1067.294,1063.512,1054.032,1067.965,1067.163
1955-06-02,1045.736,1035.786,1046.654,1050.844,1034.889
1955-06-03,1035.446,1037.125,1034.839,1034.695,1037.508
1955-06-04,1055.079,1041.538,1045.845,1062.174,1044.463
1955-06-05,1055.721,1070.897,1069.434,1048.781,1067.078
1955-06-06,1083.249,1082.186,1080.685,1083.683,1084.174
1955-06-07,1146.15,1152.354,1144.437,1144.766,1155.048
1955-06-08,1219.845,1208.486,1201.448,1225.528,1214.45
1955-06-09,1182.208,1168.434,1168.237,1188.398,1171.345
1955-06-10,1176.746,1191.783,1179.969,1169.763,1191.242
1955-06-11,1255.955,1252.529,1245.906,1259.03,1257.049
1955-06-12,1296.397,1300.76,1301.342,1293.652,1299.779
1955-06-13,1291.844,1291.531,1302.47,1292.001,1287.875
1955-06-14,1256.862,1262.402,1252.684,1252.626,1264.292
1955-06-15,1202.772,1214.838,1203.052,1195.872,1214.702
1955-06-16,1156.737,1153.448,1152.338,1158.246,1153.293
1955-06-17,1109.535,1108.343,1106.221,1109.925,1108.065
1955-06-18,1066.254,1065.902,1063.759,1065.785,1065.499
1955-06-19,1029.549,1025.517,1020.881,1030.359,1027.358
1955-06-20,994.006,987.731,990.027,996.434,988.079
1955-06-21,958.107,962.448,965.119,955.809,959.649
1955-06-22,934.591,932.754,936.334,935.138,931.638
1955-06-23,913.788,906.252,910.483,917.099,906.669
1955-06-24,886.901,887.374,897.218,887.009,883.727
1955-06-25,869.467,874.305,870.062,866.516,873.768
1955-06-26,854.82,857.678,857.059,853.271,856.778
1955-06-27,851.681,852.339,852.053,851.378,852.266
1955-06-28,864.893,854.63,857.449,870.116,857.109
1955-06-29,894.711,893.641,903.921,897.377,892.191
1955-06-30,968.982,971.135,966.819,968.897,973.393
1955-07-01,1048.666,1048.712,1028.748,1048.845,1056.924
1955-07-02,1141.022,1151.869,1136.045,1136.114,1156.741
1955-07-03,1242.274,1240.808,1232.188,1244.066,1246.181
1955-07-04,1299.31,1301.954,1311.969,1298.889,1298.855
1955-07-05,1314.612,1319.853,1316.492,1311.68,1319.015
1955-07-06,1272.166,1288.342,1280.283,1261.846,1284.927
1955-07-07,1212.299,1220.861,1194.518,1203.7,1226.314
1955-07-08,1134.192,1118.135,1134.629,1141.79,1115.653
1955-07-09,1054.96,1067.249,1060.441,1047.73,1064.436
1955-07-10,1007.143,1002.299,1009.264,1009.022,1000.663
1955-07-11,971.406,965.571,966.575,973.438,966.098
1955-07-12,933.556,934.068,922.818,931.746,936.595
1955-07-13,897.005,902.168,895.53,893.476,902.061
1955-07-14,872.356,875.713,864.131,869.301,877.766
1955-07-15,847.17,847.006,849.017,846.945,845.929
1955-07-16,824.854,832.631,824.567,820.258,832.333
1955-07-17,807.376,807.82,807.223,806.725,807.432
1955-07-18,789.789,789.677,789.558,789.45,789.344
1955-07-19,773.443,773.337,773.234,773.131,773.029
1955-07-20,758.727,758.633,758.541,758.447,758.359
1955-07-21,749.605,749.584,749.563,749.543,749.525
1955-07-22,751.365,751.394,751.424,751.453,751.48
1955-07-23,757.117,757.161,757.206,757.247,757.287
1955-07-24,770.737,770.893,771.052,771.205,771.353
1955-07-25,808.227,808.897,811.07,809.255,809.247
1955-07-26,866.721,870.53,869.292,866.22,871.127
1955-07-27,921.331,909.72,911.023,927.349,913.427
1955-07-28,921.153,919.231,933.072,922.858,915.295
1955-07-29,894.079,899.519,893.76,890.22,898.744
1955-07-30,842.504,846.874,844.997,839.173,844.92
1955-07-31,793.698,793.423,793.799,792.843,792.326
1955-08-01,755.799,755.585,755.369,755.156,754.956
1955-08-02,729.672,729.519,729.367,729.22,729.078
1955-08-03,741.325,741.708,742.099,742.483,742.846
1955-08-04,821.658,819.337,823.602,824.805,820.591
1955-08-05,877.501,878.404,886.9,878.482,876.314
1955-08-06,912.542,899.359,911.269,920.34,900.405
1955-08-07,960.869,968.032,954.602,957.863,971.494
1955-08-08,1031.124,1034.248,1036.963,1031.427,1034.127
1955-08-09,1095.121,1108.87,1122.65,1089.506,1102.305
1955-08-10,1146.516,1142.549,1145.968,1148.469,1143.232
1955-08-11,1126.554,1132.691,1138.151,1122.928,1128.444
1955-08-12,1085.288,1074.722,1086.982,1090.169,1072.583
1955-08-13,1051.699,1050.749,1051.127,1052.021,1050.892
1955-08-14,1055.501,1050.34,1045.149,1057.38,1053.137
1955-08-15,1024.215,1018.398,1023.704,1026.577,1017.655
1955-08-16,990.299,992.795,980.426,987.599,995.357
1955-08-17,974.289,966.841,969.685,977.89,967.967
1955-08-18,980.497,972.826,981.412,985.147,972.723
1955-08-19,1007.303,1006.705,1009.86,1008.659,1006.535
1955-08-20,1051.875,1054.756,1059.164,1051.891,1053.844
1955-08-21,1136.531,1132.078,1129.894,1141.248,1135.857
1955-08-22,1320.723,1318.373,1313.401,1326.71,1325.491
1955-08-23,1654.838,1650.818,1674.684,1663.89,1649.838
1955-08-24,2053.483,2050.956,2090.594,2059.012,2042.504
1955-08-25,2391.458,2418.905,2406.325,2383.146,2428.449
1955-08-26,2646.718,2626.641,2670.004,2674.245,2622.613
1955-08-27,2751.273,2756.329,2755.408,2758.192,2764.112
1955-08-28,2756.169,2758.097,2719.044,2755.471,2767.204
1955-08-29,2693.87,2691.835,2677.625,2690.262,2693.38
1955-08-30,2618.739,2635.754,2598.855,2567.195,2618.77
1955-08-31,2656.07,2638.272,2648.278,2677.298,2642.014
1955-09-01,2631.744,2633.511,2642.31,2618.258,2623.339
1955-09-02,2559.966,2557.05,2556.976,2561.743,2539.766
1955-09-03,2485.822,2473.399,2483.302,2487.442,2465.881
1955-09-04,2459.623,2459.523,2444.765,2452.872,2469.523
1955-09-05,2423.773,2412.322,2421.288,2408.042,2399.962
1955-09-06,2283.785,2286.65,2286.414,2265.045,2271.975
1955-09-07,2170.455,2169.879,2208.689,2158.062,2145.838
1955-09-08,2128.916,2150.893,2141.493,2116.63,2151.602
1955-09-09,2060.106,2043.8,2090.47,2056.439,2024.099
1955-09-10,1980.5,2006.954,1998.511,1962.175,2001.456
1955-09-11,1903.183,1915.989,1889.042,1889.314,1920.614
1955-09-12,1838.887,1820.171,1806.193,1849.714,1831.405
1955-09-13,1752.465,1740.102,1730.381,1758.464,1746.159
1955-09-14,1683.674,1664.906,1643.894,1695.736,1675.918
1955-09-15,1595.458,1585.684,1586.484,1599.011,1587.087
1955-09-16,1509.221,1507.123,1506.796,1508.011,1506.096
1955-09-17,1432.569,1431.841,1434.572,1432.58,1429.592
1955-09-18,1358.429,1354.092,1354.364,1359.582,1354.127
1955-09-19,1286.223,1291.674,1284.062,1282.049,1291.414
1955-09-20,1250.052,1242.698,1244.218,1254.743,1243.529
1955-09-21,1231.247,1232.008,1213.714,1228.256,1236.9
1955-09-22,1200.298,1193.027,1177.041,1202.726,1199.415
1955-09-23,1171.127,1163.189,1165.81,1174.681,1164.103
1955-09-24,1138.683,1149.052,1153.77,1133.689,1143.514
1955-09-25,1115.471,1114.304,1152.47,1117.246,1101.98
1955-09-26,1118.505,1118.655,1111.665,1118.133,1120.617
1955-09-27,1115.782,1122.101,1119.272,1112.624,1121.254
1955-09-28,1133.388,1148.042,1161.816,1127.509,1140.656
1955-09-29,1204.383,1202.923,1213.165,1207.904,1200.651
1955-09-30,1250.059,1245.728,1248.662,1253.539,1246.482
1955-10-01,1235.963,1240.364,1253.516,1233.834,1233.912
1955-10-02,1205.598,1207.551,1221.63,1204.909,1201.612
1955-10-03,1168.777,1177.087,1176.999,1165.291,1173.301
1955-10-04,1170.737,1159.921,1168.955,1178.211,1160.253
1955-10-05,1218.335,1215.949,1237.715,1223.146,1211.136
1955-10-06,1280.861,1289.98,1290.625,1277.222,1287.727
1955-10-07,1328.244,1338.159,1328.498,1323.837,1339.665
1955-10-08,1421.867,1419.278,1420.533,1425.889,1421.538
1955-10-09,1523.971,1529.479,1526.672,1523.121,1530.536
1955-10-10,1580.465,1573.107,1580.943,1586.285,1573.032
1955-10-11,1562.206,1560.195,1561.997,1563.608,1558.564
1955-10-12,1515.16,1516.576,1511.689,1511.794,1515.979
1955-10-13,1494.32,1494.317,1493.502,1494.112,1494.229
1955-10-14,1501.318,1503.626,1506.14,1500.663,1502.197
1955-10-15,1561.929,1565.088,1566.305,1563.284,1566.287
1955-10-16,1738.953,1721.856,1726.46,1754.939,1727.798
1955-10-17,2040.392,2065.838,2081.27,2039.02,2067.988
1955-10-18,2561.484,2577.221,2554.34,2568.479,2590.261
1955-10-19,3071.237,3070.179,3072.114,3074.658,3075.173
1955-10-20,3310.982,3312.135,3313.237,3314.286,3315.385
1955-10-21,3320.499,3319.68,3318.894,3318.125,3317.327
1955-10-22,3107.597,3105.36,3103.953,3102.225,3099.897
1955-10-23,2786.465,2796.29,2762.027,2773.205,2788.096
1955-10-24,2542.486,2551.891,2567.848,2545.373,2537.43
1955-10-25,2331.807,2300.819,2306.026,2356.518,2299.502
1955-10-26,2128.763,2109.894,2076.998,2137.319,2120.237
1955-10-27,2004.262,2027.581,2014.006,1995.233,2028.914
1955-10-28,1976.218,1975.573,2019.316,1975.099,1960.145
1955-10-29,1921.96,1893.545,1933.336,1934.778,1878.814
1955-10-30,1878.304,1892.016,1888.35,1871.446,1887.969
1955-10-31,1924.578,1907.999,1899.025,1935.28,1913.748
1955-11-01,1952.807,1941.997,1930.975,1955.521,1945.417
1955-11-02,1970.248,1955.386,1964.726,1975.114,1954.261
1955-11-03,1963.593,1918.121,1966.353,1995.936,1913.06
1955-11-04,1917.058,1916.584,1932.747,1920.346,1910.23
1955-11-05,1874.539,1855.538,1878.96,1887.952,1845.963
1955-11-06,1859.036,1858.772,1862.228,1860.09,1856.239
1955-11-07,1938.54,1904.482,1887.053,1955.933,1920.489
1955-11-08,1995.881,1992.601,1984.823,1999.679,1997.527
1955-11-09,2241.95,2256.022,2253.218,2237.238,2263.306
1955-11-10,2667.422,2662.916,2685.003,2670.582,2667.43
1955-11-11,3058.388,3063.842,3066.616,3063.52,3070.058
1955-11-12,3172.818,3172.942,3173.063,3173.165,3173.277
1955-11-13,3080.456,3080.962,3079.127,3077.118,3078.232
1955-11-14,2801.91,2823.538,2865.26,2790.024,2796.543
1955-11-15,2619.294,2618.636,2633.152,2615.649,2615.393
1955-11-16,2403.651,2402.313,2380.604,2407.619,2404.729
1955-11-17,2230.378,2228.905,2205.454,2239.114,2243.522
1955-11-18,2066.309,2079.825,2043.896,2054.388,2088.411
1955-11-19,1938.535,1928.146,1935.823,1943.67,1927.034
1955-11-20,1845.247,1827.43,1814.784,1856.22,1834.817
1955-11-21,1767.996,1747.727,1743.154,1780.307,1754.809
1955-11-22,1689.32,1661.116,1685.044,1708.745,1652.924
1955-11-23,1631.99,1610.463,1610.947,1644.099,1613.619
1955-11-24,1558.059,1568.665,1554.354,1549.899,1570.642
1955-11-25,1518.306,1516.305,1512.751,1517.549,1517.493
1955-11-26,1486.404,1480.252,1485.475,1488.741,1478.535
1955-11-27,1434.403,1435.705,1434.442,1432.828,1434.871
1955-11-28,1377.885,1372.533,1375.109,1379.883,1371.715
1955-11-29,1322.988,1319.096,1324.882,1325.073,1316.628
1955-11-30,1275.11,1283.85,1264.363,1268.738,1288.043
1955-12-01,1222.772,1230.356,1234.269,1217.955,1225.342
1955-12-02,1177.742,1190.884,1201.604,1170.31,1182.484
1955-12-03,1158.877,1151.238,1143.096,1161.834,1155.486
1955-12-04,1131.061,1118.547,1111.05,1137.59,1123.428
1955-12-05,1122.56,1129.883,1113.492,1119.367,1133.053
1955-12-06,1170.292,1157.708,1180.551,1179.694,1154.606
1955-12-07,1306.83,1294.506,1305.365,1317.995,1298.651
1955-12-08,1597.769,1604.478,1605.766,1597.327,1608.228
1955-12-09,1895.65,1882.409,1889.276,1905.089,1887.977
1955-12-10,2170.096,2170.11,2202.133,2176.98,2161.38
1955-12-11,2459.612,2465.774,2449.201,2453.344,2476.015
1955-12-12,2784.7,2786.038,2795.312,2798.729,2798.701
1955-12-13,3098.34,3099.76,3101.168,3102.564,3103.929
1955-12-14,3370.894,3373.513,3375.989,3378.357,3380.892
1955-12-15,3663.455,3665.912,3668.133,3670.227,3672.653
1955-12-16,3906.952,3908.576,3910.015,3911.362,3912.988
1955-12-17,4042.718,4043.152,4043.541,4043.889,4044.307
1955-12-18,3998.635,3997.741,3996.973,3996.23,3995.317
1955-12-19,3788.387,3786.206,3784.27,3782.421,3780.228
1955-12-20,3480.646,3477.841,3475.258,3472.774,3470.023
1955-12-21,3187.182,3184.962,3182.579,3180.605,3178.554
1955-12-22,2905.595,2898.929,2920.853,2913.491,2888.323
1955-12-23,2758.142,2745.35,2760.818,2771.689,2748.381
1955-12-24,2621.278,2584.955,2565.152,2614.629,2585.593
1955-12-25,2485.464,2481.553,2467.369,2491.058,2484.76
1955-12-26,2386.759,2380.175,2404.656,2370.624,2344.483
1955-12-27,2340.516,2354.067,2350.064,2343.302,2364.163
1955-12-28,2263.297,2287.806,2259.71,2249.039,2295.885
1955-12-29,2249.303,2243.332,2283.178,2263.512,2230.046
1955-12-30,2324.391,2287.52,2327.841,2355.005,2277.655
1955-12-31,2343.42,2311.689,2295.59,2351.351,2312.905
1956-01-01,2331.776,2340.713,2316.269,2321.506,2353.206
1956-01-02,2398.389,2392.128,2386.774,2422.163,2388.088
1956-01-03,2463.659,2486.2,2490.949,2451.411,2486.406
1956-01-04,2617.49,2621.462,2608.509,2619.704,2608.793
1956-01-05,2754.149,2751.179,2757.272,2766.434,2755.134
1956-01-06,2980.236,2981.131,2988.645,2975.264,2983.838
1956-01-07,3235.738,3238.291,3240.678,3242.999,3245.485
1956-01-08,3576.252,3579.075,3581.659,3584.11,3586.878
1956-01-09,3808.186,3809.594,3810.849,3812.023,3813.42
1956-01-10,3922.275,3922.806,3923.284,3923.72,3924.241
1956-01-11,3938.821,3938.636,3938.484,3938.322,3938.125
1956-01-12,3862.728,3861.842,3861.064,3860.314,3859.409
1956-01-13,3695.248,3693.533,3691.999,3690.53,3688.812
1956-01-14,3475.939,3474.047,3472.304,3470.625,3468.765
1956-01-15,3275.767,3273.75,3271.807,3269.92,3267.969
1956-01-16,3046.914,3044.772,3043.492,3044.455,3042.269
1956-01-17,2879.331,2878.664,2883.19,2881.702,2882.18
1956-01-18,2731.82,2706.394,2753.276,2733.375,2696.349
1956-01-19,2672.99,2670.004,2671.399,2669.178,2661.811
1956-01-20,2552.675,2550.105,2551.393,2559.243,2548.284
1956-01-21,2441.702,2439.137,2466.143,2426.766,2413.947
1956-01-22,2455.189,2427.327,2418.623,2461.693,2417.084
1956-01-23,2472.807,2468.163,2471.477,2481.631,2478.263
1956-01-24,2479.969,2482.321,2497.328,2468.541,2496.684
1956-01-25,2512.215,2536.441,2540.702,2502.061,2528.292
1956-01-26,2521.633,2519.005,2499.084,2503.129,2532.46
1956-01-27,2512.495,2524.164,2515.961,2515.034,2529.303
1956-01-28,2467.195,2462.296,2464.076,2460.337,2458.466
1956-01-29,2408.324,2431.708,2439.008,2391.677,2430.362
1956-01-30,2356.759,2357.413,2353.345,2365.115,2358.408
1956-01-31,2290.487,2291.114,2307.554,2283.727,2283.367
1956-02-01,2278.681,2299.054,2276.679,2257.718,2306.59
1956-02-02,2341.779,2333.594,2288.495,2344.803,2352.213
1956-02-03,2380.151,2381.86,2340.271,2389.568,2400.769
1956-02-04,2364.13,2345.066,2367.265,2361.513,2336.661
1956-02-05,2308.359,2303.339,2305.076,2321.734,2303.626
1956-02-06,2212.21,2205.535,2161.245,2214.257,2214.752
1956-02-07,2094.734,2098.639,2075.466,2094.284,2105.408
1956-02-08,1988.734,1964.398,1927.411,1993.311,1980.45
1956-02-09,1853.59,1863.806,1904.931,1846.809,1840.403
1956-02-10,1771.736,1773.577,1805.408,1769.732,1762.812
1956-02-11,1707.353,1703.828,1675.301,1706.355,1716.216
1956-02-12,1625.583,1617.558,1627.162,1627.281,1616.555
1956-02-13,1550.925,1562.973,1556.692,1542.215,1560.717
1956-02-14,1495.669,1499.775,1497.023,1492.922,1499.265
1956-02-15,1452.351,1449.293,1448.221,1452.629,1449.466
1956-02-16,1427.279,1426.589,1427.135,1427.057,1426.039
1956-02-17,1424.126,1423.653,1424.807,1424.243,1423.427
1956-02-18,1435.697,1437.951,1434.574,1433.003,1438.812
1956-02-19,1480.503,1481.55,1478.346,1480.37,1483.767
1956-02-20,1553.853,1557.746,1561.326,1551.93,1556.433
1956-02-21,1673.207,1659.427,1666.504,1686.491,1663.088
1956-02-22,1925.784,1930.193,1957.09,1931.721,1925.032
1956-02-23,2327.054,2299.641,2335.737,2357.91,2288.548
1956-02-24,2767.085,2781.376,2816.676,2764.819,2772.719
1956-02-25,3148.342,3149.617,3151.371,3152.561,3153.661
1956-02-26,3373.583,3375.573,3377.443,3379.232,3381.145
1956-02-27,3518.963,3519.708,3520.391,3521.035,3521.75
1956-02-28,3510.657,3510.097,3509.577,3509.071,3508.513
1956-02-29,3431.322,3430.651,3430.027,3429.418,3428.756
1956-03-01,3331.604,3330.04,3328.555,3327.107,3325.592
1956-03-02,3096.188,3094.297,3094.3,3091.991,3089.519
1956-03-03,2837.6,2866.654,2851.426,2803.219,2842.081
1956-03-04,2776.521,2785.042,2764.552,2766.031,2782.65
1956-03-05,2648.743,2638.982,2644.153,2644.816,2624.813
1956-03-06,2535.612,2538.872,2566.037,2539.829,2527.163
1956-03-07,2431.716,2464.207,2457.98,2417.2,2469.867
1956-03-08,2342.981,2331.507,2353.801,2353.114,2335.695
1956-03-09,2301.115,2292.781,2330.097,2297.828,2279.614
1956-03-10,2258.632,2272.497,2240.728,2253.057,2289.049
1956-03-11,2251.175,2220.074,2257.938,2264.227,2210.932
1956-03-12,2198.958,2178.273,2205.58,2212.938,2168.37
1956-03-13,2184.567,2183.376,2183.412,2189.129,2187.514
1956-03-14,2223.9,2203.489,2212.924,2241.844,2208.694
1956-03-15,2276.126,2273.082,2259.854,2278.42,2278.872
1956-03-16,2444.731,2423.803,2402.451,2460.614,2428.931
1956-03-17,2707.147,2697.869,2695.333,2700.452,2697.066
1956-03-18,2914.014,2911.929,2916.006,2922.403,2925.302
1956-03-19,3054.176,3054.871,3055.255,3056.102,3056.844
1956-03-20,3242.736,3244.415,3246.046,3247.605,3249.224
1956-03-21,3438.719,3440.356,3441.882,3443.332,3444.917
