date,realization-1,realization-2,realization-3,realization-4,realization-5
1980-10-22,2924.869,2914.202,2914.437,2917.856,2912.934
1980-10-23,2957.826,2963.677,2969.095,2963.585,2967.108
1980-10-24,3184.065,3186.272,3188.611,3190.306,3192.364
1980-10-25,3544.4,3547.998,3551.308,3554.455,3557.98
1980-10-26,3938.133,3940.984,3943.499,3945.857,3948.72
1980-10-27,4204.215,4205.301,4206.244,4207.111,4208.202
1980-10-28,4230.792,4230.39,4230.054,4229.716,4229.298
1980-10-29,4115.317,4114.327,4113.482,4112.669,4111.649
1980-10-30,3959.274,3958.037,3956.967,3955.939,3954.681
1980-10-31,3761.577,3759.741,3758.104,3756.546,3754.697
1980-11-01,3500.959,3498.47,3496.184,3493.984,3491.533
1980-11-02,3207.596,3205.106,3202.384,3200.056,3197.717
1980-11-03,2896.416,2895.947,2873.87,2880.524,2890.917
1980-11-04,2672.469,2687.134,2699.733,2662.566,2673.19
1980-11-05,2528.854,2516.239,2508.923,2529.842,2517.502
1980-11-06,2381.137,2379.76,2368.33,2377.355,2383.762
1980-11-07,2216.528,2247.775,2278.104,2199.274,2239.03
1980-11-08,2106.602,2137.768,2141.487,2082.475,2130.508
1980-11-09,2042.214,2018.01,2036.251,2061.221,2015.264
1980-11-10,1942.723,1928.383,1938.603,1952.327,1928.444
1980-11-11,1861.05,1860.162,1857.606,1863.138,1858.758
1980-11-12,1784.231,1778.456,1790.141,1788.323,1774.51
1980-11-13,1719.375,1726.702,1732.802,1715.192,1721.357
1980-11-14,1670.806,1687.23,1651.663,1660.262,1698.057
1980-11-15,1624.092,1606.971,1626.08,1634.83,1604.257
1980-11-16,1579.647,1571.314,1578.552,1582.474,1569.631
1980-11-17,1559.88,1559.597,1565.678,1562.342,1558.034
1980-11-18,1632.299,1611.806,1617.825,1647.381,1615.507
1980-11-19,1787.748,1775.48,1763.702,1800.899,1786.61
1980-11-20,1966.476,1999.691,1971.396,1950.759,2010.427
1980-11-21,2178.855,2169.261,2199.532,2188.741,2164.961
1980-11-22,2346.463,2371.426,2362.918,2328.413,2377.809
1980-11-23,2548.312,2535.221,2533.174,2568.09,2540.055
1980-11-24,2663.401,2653.022,2682.641,2671.449,2633.685
1980-11-25,2776.868,2757.942,2746.047,2789.756,2766.591
1980-11-26,2939.845,2946.205,2935.029,2933.246,2945.846
1980-11-27,3130.341,3131.484,3132.702,3133.823,3134.904
1980-11-28,3334.358,3336.192,3337.929,3339.597,3341.37
1980-11-29,3561.569,3563.975,3566.174,3568.264,3570.626
1980-11-30,3877.34,3880.119,3882.576,3884.888,3887.677
1980-12-01,4213.535,4215.525,4217.237,4218.834,4220.845
1980-12-02,4412.802,4413.71,4414.499,4415.216,4416.153
1980-12-03,4459.083,4458.844,4458.656,4458.464,4458.22
1980-12-04,4355.836,4354.909,4354.135,4353.391,4352.439
1980-12-05,4215.398,4214.53,4213.789,4213.078,4212.183
1980-12-06,4099.407,4098.596,4097.906,4097.233,4096.398
1980-12-07,3975.136,3974.137,3973.273,3972.439,3971.419
1980-12-08,3818.25,3816.885,3815.68,3814.523,3813.14
1980-12-09,3606.001,3603.897,3601.987,3600.158,3598.068
1980-12-10,3378.466,3376.671,3374.989,3373.361,3371.616
1980-12-11,3207.269,3205.709,3204.171,3202.679,3201.165
1980-12-12,2961.517,2971.685,2953.799,2934.127,2966.041
1980-12-13,2851.203,2818.438,2810.986,2839.61,2823.571
1980-12-14,2693.426,2685.165,2634.003,2678.952,2693.54
1980-12-15,2656.165,2652.142,2653.325,2653.251,2652.066
1980-12-16,2601.751,2598.004,2570.043,2588.278,2573.602
1980-12-17,2560.765,2566.015,2555.799,2568.191,2564.876
1980-12-18,2520.09,2519.343,2529.278,2535.134,2520.547
1980-12-19,2524.492,2533.543,2502.505,2524.304,2534.604
1980-12-20,2536.983,2525.728,2520.686,2537.54,2526.736
1980-12-21,2544.424,2567.217,2543.506,2527.752,2571.514
1980-12-22,2584.647,2592.526,2570.585,2569.384,2589.225
1980-12-23,2537.398,2554.19,2520.675,2516.609,2554.541
1980-12-24,2479.949,2487.325,2491.566,2468.456,2487.559
1980-12-25,2494.347,2482.396,2515.484,2520.804,2479.828
1980-12-26,2667.027,2666.094,2668.031,2680.236,2678.774
1980-12-27,2834.165,2861.495,2822.922,2797.768,2839.978
1980-12-28,3043.529,3043.285,3044.255,3045.097,3044.562
1980-12-29,3117.445,3117.707,3117.833,3118.081,3118.369
1980-12-30,3173.94,3174.509,3175.075,3175.607,3176.154
1980-12-31,3314.067,3315.901,3317.648,3319.315,3321.082
1981-01-01,3562.655,3565.16,3567.445,3569.618,3572.075
1981-01-02,3809.101,3810.721,3812.165,3813.524,3815.135
1981-01-03,3928.255,3928.627,3928.963,3929.273,3929.633
1981-01-04,3928.647,3928.539,3928.46,3928.368,3928.251
1981-01-05,3933.703,3933.945,3934.17,3934.368,3934.604
1981-01-06,3978.393,3978.694,3978.967,3979.212,3979.507
1981-01-07,3988.162,3987.997,3987.859,3987.714,3987.531
1981-01-08,3923.397,3922.682,3922.061,3921.461,3920.73
1981-01-09,3806.082,3805.089,3804.217,3803.378,3802.376
1981-01-10,3692.727,3691.972,3691.296,3690.642,3689.884
1981-01-11,3629.281,3628.918,3628.591,3628.269,3627.907
1981-01-12,3594.127,3593.821,3593.548,3593.275,3592.966
1981-01-13,3548.551,3548.052,3547.591,3547.148,3546.648
1981-01-14,3478.118,3477.375,3476.689,3476.021,3475.286
1981-01-15,3389.522,3388.609,3387.749,3386.911,3386.021
1981-01-16,3285.54,3284.353,3283.21,3282.093,3280.947
1981-01-17,3121.899,3120.81,3119.869,3118.582,3117.487
1981-01-18,2899.586,2891.665,2903.478,2876.714,2877.839
1981-01-19,2745.726,2733.717,2758.289,2755.69,2731.108
1981-01-20,2581.303,2575.165,2579.073,2555.432,2566.284
1981-01-21,2451.108,2448.767,2453.918,2440.604,2439.751
1981-01-22,2380.765,2388.161,2387.914,2374.371,2385.679
1981-01-23,2402.505,2392.327,2357.264,2389.823,2383.51
1981-01-24,2315.337,2334.408,2316.471,2294.441,2335.562
1981-01-25,2250.68,2265.664,2291.651,2234.599,2252.029
1981-01-26,2229.826,2212.976,2229.879,2239.603,2209.274
1981-01-27,2218.784,2215.873,2189.508,2222.679,2225.392
1981-01-28,2219.876,2197.024,2223.38,2232.276,2184.315
1981-01-29,2182.686,2158.408,2189.533,2197.348,2150.172
1981-01-30,2160.194,2146.999,2140.968,2170.082,2151.074
1981-01-31,2129.52,2085.581,2158.526,2146.087,2060.218
1981-02-01,2092.455,2064.892,2051.094,2108.848,2078.051
1981-02-02,2026.748,2040.672,2064.28,2020.703,2030.319
1981-02-03,2000.585,2008.614,2024.063,1992.411,1997.368
1981-02-04,2007.165,2005.528,2030.147,2014.558,2000.622
1981-02-05,2079.966,2043.756,2080.793,2100.556,2036.164
1981-02-06,2161.217,2143.219,2163.007,2169.301,2136.267
1981-02-07,2269.711,2279.313,2243.859,2259.797,2289.977
1981-02-08,2423.687,2411.728,2411.551,2435.108,2409.006
1981-02-09,2538.687,2534.008,2494.335,2553.311,2545.589
1981-02-10,2635.398,2634.382,2641.791,2634.323,2629.375
1981-02-11,2777.929,2765.952,2724.216,2750.462,2765.215
1981-02-12,3058.799,3063.744,3066.303,3063.561,3067.348
1981-02-13,3372.921,3375.968,3378.844,3381.595,3384.552
1981-02-14,3737.752,3740.823,3743.58,3746.188,3749.238
1981-02-15,4094.111,4096.748,4099.037,4101.174,4103.833
1981-02-16,4413.317,4415.003,4416.446,4417.777,4419.508
1981-02-17,4548.26,4548.466,4548.653,4548.805,4549.012
1981-02-18,4470.216,4469.189,4468.332,4467.512,4466.46
1981-02-19,4257.362,4255.723,4254.334,4253.007,4251.326
1981-02-20,4010.223,4008.454,4006.924,4005.464,4003.655
1981-02-21,3799.241,3797.876,3796.682,3795.537,3794.168
1981-02-22,3701.869,3701.658,3701.471,3701.281,3701.066
1981-02-23,3759.847,3760.787,3761.631,3762.413,3763.349
1981-02-24,3976.884,3979.212,3981.253,3983.172,3985.52
1981-02-25,4411.78,4415.316,4418.331,4421.14,4424.769
1981-02-26,4981.161,4984.549,4987.374,4989.97,4993.481
1981-02-27,5447.316,5449.313,5450.966,5452.464,5454.537
1981-02-28,5657.073,5657.566,5657.983,5658.34,5658.838
1981-03-01,5629.385,5628.746,5628.242,5627.731,5627.029
1981-03-02,5435.367,5433.99,5432.9,5431.846,5430.384
1981-03-03,5161.072,5159.412,5158.075,5156.79,5155.051
1981-03-04,4877.201,4875.544,4874.178,4872.877,4871.142
1981-03-05,4625.971,4624.551,4623.367,4622.239,4620.772
1981-03-06,4410.839,4409.405,4408.203,4407.057,4405.586
1981-03-07,4200.507,4199.148,4197.998,4196.892,4195.499
1981-03-08,4039.319,4038.42,4037.644,4036.897,4035.968
1981-03-09,3964.976,3964.736,3964.534,3964.335,3964.082
1981-03-10,3988.289,3988.795,3989.247,3989.662,3990.167
1981-03-11,4099.62,4100.604,4101.466,4102.26,4103.248
1981-03-12,4247.608,4248.641,4249.531,4250.348,4251.395
1981-03-13,4371.479,4372.102,4372.646,4373.133,4373.778
1981-03-14,4405.408,4405.267,4405.163,4405.043,4404.901
1981-03-15,4326.147,4325.349,4324.682,4324.032,4323.218
1981-03-16,4186.641,4185.644,4184.792,4183.966,4182.944
1981-03-17,4044.139,4043.134,4042.267,4041.437,4040.405
1981-03-18,3909.362,3908.382,3907.526,3906.703,3905.709
1981-03-19,3836.156,3836.139,3836.137,3836.12,3836.103
1981-03-20,3885.92,3886.405,3886.835,3887.236,3887.717
1981-03-21,3970.06,3970.899,3971.638,3972.319,3973.159
1981-03-22,4146.601,4148.305,4149.782,4151.148,4152.87
1981-03-23,4456.31,4458.662,4460.671,4462.533,4464.959
1981-03-24,4813.164,4815.187,4816.893,4818.454,4820.541
1981-03-25,5057.175,5058.128,5058.933,5059.641,5060.612
1981-03-26,5118.959,5118.892,5118.855,5118.785,5118.69
1981-03-27,5080.257,5080.077,5079.952,5079.799,5079.602
1981-03-28,5040.507,5040.136,5039.851,5039.56,5039.152
1981-03-29,4957.355,4956.806,4956.367,4955.922,4955.338
1981-03-30,4974.279,4975.259,4976.087,4976.822,4977.828
1981-03-31,5292.437,5294.828,5296.809,5298.617,5301.109
1981-04-01,5721.958,5724.09,5725.807,5727.368,5729.567
1981-04-02,5997.456,5998.265,5998.914,5999.487,6000.284
1981-04-03,5996.988,5996.334,5995.813,5995.279,5994.529
1981-04-04,5748.21,5746.509,5745.141,5743.849,5742.018
1981-04-05,5401.219,5399.268,5397.719,5396.239,5394.188
1981-04-06,5084.343,5082.679,5081.336,5080.05,5078.298
1981-04-07,4850.646,4849.514,4848.595,4847.704,4846.524
1981-04-08,4704.589,4703.838,4703.22,4702.624,4701.838
1981-04-09,4623.743,4623.489,4623.289,4623.081,4622.813
1981-04-10,4661.615,4662.329,4662.948,4663.498,4664.236
1981-04-11,4858.047,4859.598,4860.902,4862.1,4863.706
1981-04-12,5129.041,5130.557,5131.827,5132.971,5134.548
1981-04-13,5313.974,5314.54,5315.038,5315.467,5316.055
1981-04-14,5321.146,5320.794,5320.528,5320.251,5319.857
1981-04-15,5228.435,5227.883,5227.458,5227.022,5226.434
1981-04-16,5132.842,5132.27,5131.821,5131.362,5130.749
1981-04-17,5024.232,5023.537,5022.979,5022.431,5021.688
1981-04-18,4890.43,4889.542,4888.827,4888.125,4887.185
1981-04-19,4723.052,4721.906,4720.964,4720.055,4718.858
1981-04-20,4514.642,4513.177,4511.957,4510.794,4509.283
1981-04-21,4272.028,4270.322,4268.879,4267.495,4265.748
1981-04-22,4017.683,4015.843,4014.254,4012.736,4010.862
1981-04-23,3768.529,3766.591,3764.877,3763.235,3761.293
1981-04-24,3559.473,3558.022,3556.701,3555.427,3553.987
1981-04-25,3439.78,3438.901,3438.085,3437.289,3436.425
1981-04-26,3379.694,3379.355,3379.036,3378.714,3378.38
1981-04-27,3372.402,3372.495,3372.578,3372.645,3372.733
1981-04-28,3384.398,3384.481,3384.542,3384.602,3384.674
1981-04-29,3379.628,3379.505,3379.382,3379.254,3379.128
1981-04-30,3353.193,3352.811,3352.445,3352.082,3351.705
1981-05-01,3300.124,3299.432,3298.765,3298.112,3297.438
1981-05-02,3216.155,3215.49,3214.834,3214.188,3213.538
1981-05-03,3126.443,3125.96,3125.487,3124.911,3124.424
1981-05-04,3060.669,3061.389,3061.021,3059.834,3060.724
1981-05-05,3048.451,3048.355,3048.309,3048.495,3048.444
1981-05-06,3050.511,3049.963,3050.507,3050.705,3049.955
1981-05-07,3095.681,3096.448,3097.803,3097.233,3097.69
1981-05-08,3256.637,3258.286,3259.877,3261.407,3263.005
1981-05-09,3476.873,3479.05,3481.068,3482.985,3485.107
1981-05-10,3662.176,3663.335,3664.378,3665.359,3666.496
1981-05-11,3716.537,3716.482,3716.432,3716.375,3716.306
1981-05-12,3621.125,3619.707,3618.423,3617.184,3615.77
1981-05-13,3402.567,3400.248,3398.081,3395.987,3393.724
1981-05-14,3135.248,3133.787,3132.644,3129.654,3128.043
1981-05-15,2898.544,2905.928,2909.827,2885.899,2903.183
1981-05-16,2709.059,2701.621,2737.989,2727.056,2706.677
1981-05-17,2598.88,2567.563,2544.279,2604.9,2560.193
1981-05-18,2471.203,2451.094,2474.249,2480.829,2443.528
1981-05-19,2362.757,2368.857,2354.265,2356.804,2379.595
1981-05-20,2275.643,2265.134,2249.117,2279.441,2264.731
1981-05-21,2193.422,2173.961,2200.902,2208.511,2164.819
1981-05-22,2124.827,2089.025,2074.987,2147.312,2105.465
1981-05-23,2034.127,2013.966,2038.321,2041.722,2002.813
1981-05-24,1963.516,1992.566,1970.239,1946.641,1994.767
1981-05-25,1927.221,1928.674,1906.406,1930.336,1941.192
1981-05-26,1874.181,1896.608,1896.957,1859.95,1891.107
1981-05-27,1856.803,1878.069,1872.376,1844.919,1876.064
1981-05-28,1873.761,1895.525,1817.866,1858.11,1920.052
1981-05-29,1869.938,1843.179,1872.588,1885.209,1838.245
1981-05-30,1837.718,1866.266,1839.334,1816.516,1868.733
1981-05-31,1804.839,1818.797,1794.41,1795.271,1819.538
1981-06-01,1772.427,1749.333,1729.08,1785.782,1760.537
1981-06-02,1692.936,1724.949,1695.364,1672.464,1725.69
1981-06-03,1662.835,1655.612,1635.523,1668.492,1663.555
1981-06-04,1623.02,1615.199,1612.991,1628.18,1615.796
1981-06-05,1592.291,1594.666,1606.088,1590.703,1590.46
1981-06-06,1583.228,1583.27,1583.027,1580.056,1582.779
1981-06-07,1574.121,1561.153,1577.225,1582.248,1558.748
1981-06-08,1561.596,1560.944,1559.183,1561.575,1561.888
1981-06-09,1555.495,1558.097,1553.777,1553.871,1558.688
1981-06-10,1546.789,1545.682,1555.452,1548.401,1542.823
1981-06-11,1533.478,1533.785,1540.148,1535.049,1532.289
1981-06-12,1510.504,1508.913,1506.038,1510.925,1509.231
1981-06-13,1473.046,1474.22,1475.157,1471.559,1473.376
1981-06-14,1428.942,1426.552,1427.511,1429.625,1425.687
1981-06-15,1378.564,1378.069,1381.594,1378.746,1376.091
1981-06-16,1335.495,1328.832,1334.569,1337.602,1328.056
1981-06-17,1289.544,1301.354,1300.253,1282.897,1297.037
1981-06-18,1262.329,1259.896,1273.118,1263.221,1255.519
1981-06-19,1248.83,1246.777,1251.074,1248.679,1246.839
1981-06-20,1250.726,1252.577,1249.9,1248.984,1252.388
1981-06-21,1249.811,1249.529,1249.609,1249.709,1249.731
1981-06-22,1245.09,1246.095,1245.567,1243.795,1246.306
1981-06-23,1224.16,1216.996,1236.502,1227.304,1212.427
1981-06-24,1198.897,1209.991,1192.903,1191.533,1213.346
1981-06-25,1170.657,1162.8,1182.619,1174.407,1158.785
1981-06-26,1143.764,1134.823,1156.155,1149.587,1129.549
1981-06-27,1129.609,1123.209,1102.285,1131.007,1131.426
1981-06-28,1090.18,1101.601,1107.842,1084.278,1095.169
1981-06-29,1072.607,1076.053,1086.88,1071.333,1071.206
1981-06-30,1064.897,1065.48,1049.824,1063.219,1069.896
1981-07-01,1050.454,1052.541,1037.814,1048.192,1056.25
1981-07-02,1032.616,1036.043,1036.201,1030.731,1034.689
1981-07-03,1025.513,1013.113,1019.334,1031.497,1014.431
1981-07-04,1008.993,1007.639,1006.607,1009.352,1008.133
1981-07-05,1000.984,997.033,988.033,1001.821,1000.742
1981-07-06,981.748,982.245,984.969,981.451,980.869
1981-07-07,969.538,977.193,961.874,964.569,979.52
1981-07-08,956.328,958.1,958.602,955.306,957.125
1981-07-09,941.518,945.754,959.408,940.405,940.028
1981-07-10,941.707,940.513,942.107,942.305,940.294
1981-07-11,955.856,959.22,956.504,954.929,959.944
1981-07-12,1047,1034.386,1050.488,1057.014,1035.778
1981-07-13,1188.816,1181.371,1195.819,1195.575,1181.159
1981-07-14,1292.435,1299.741,1288.471,1289.453,1303.221
1981-07-15,1369.871,1362.004,1362.681,1375.478,1364.658
1981-07-16,1400.569,1399.923,1400.811,1401.318,1400.522
1981-07-17,1399.494,1400.53,1398.397,1398.293,1400.393
1981-07-18,1377.869,1374.608,1378.106,1379.317,1373.342
1981-07-19,1343.352,1346.228,1344.415,1341.435,1345.319
1981-07-20,1307.955,1307.509,1298.577,1307.149,1310.023
1981-07-21,1266.573,1265.039,1259.03,1267.001,1266.612
1981-07-22,1223.897,1225.33,1231.464,1221.869,1222.052
1981-07-23,1198.458,1180.056,1198.949,1208.313,1177.732
1981-07-24,1158.454,1153.662,1173.033,1161.562,1146.864
1981-07-25,1126.954,1114.59,1122.874,1133.623,1114.61
1981-07-26,1085.202,1073.076,1089.985,1091.598,1070.327
1981-07-27,1078.443,1066.603,1061.802,1084.287,1072.065
1981-07-28,1099.245,1083.083,1102.733,1109.162,1081.664
1981-07-29,1113.208,1108.611,1112.379,1116.738,1109.406
1981-07-30,1142.531,1144.095,1132.964,1143.179,1146.846
1981-07-31,1189.174,1196.372,1174.18,1185.206,1202.138
1981-08-01,1244.064,1245.488,1257.054,1243.683,1242.511
1981-08-02,1307.543,1314.112,1318.026,1305.347,1312.037
1981-08-03,1358.471,1362.401,1353.302,1356.516,1365.062
1981-08-04,1360.386,1364.664,1362.641,1358.109,1363.449
1981-08-05,1322.774,1316.663,1321.881,1325.375,1315.448
1981-08-06,1261.722,1251.857,1257.896,1264.514,1251.397
1981-08-07,1200.355,1222.022,1214.899,1188.973,1216.653
1981-08-08,1203.9,1216.884,1198.443,1197.402,1219.905
1981-08-09,1263.427,1248.859,1261.777,1272.902,1250.109
1981-08-10,1381.546,1380.322,1394.154,1386.611,1379.041
1981-08-11,1588.98,1591.789,1583.601,1591.543,1597.846
1981-08-12,1820.072,1803.772,1800.833,1833.708,1815.793
1981-08-13,1997.577,2011.252,1974.709,1993.593,2028.917
1981-08-14,2158.278,2164.334,2139.802,2156.313,2181.78
1981-08-15,2283.364,2288.151,2277.119,2281.951,2289.076
1981-08-16,2248.146,2262.497,2290.549,2224.57,2249.909
1981-08-17,2154.508,2139.4,2120.217,2158.307,2137.319
1981-08-18,2026.196,2032.208,1999.27,2017.879,2037.079
1981-08-19,1901.334,1895.687,1922.847,1901.964,1880.348
1981-08-20,1807.055,1800.781,1845.84,1812.536,1783.751
1981-08-21,1715.768,1741.505,1732.432,1695.964,1736.169
1981-08-22,1631.749,1652.762,1664.608,1615.953,1643.969
1981-08-23,1557.04,1554.24,1552.007,1555.933,1553.339
1981-08-24,1468.688,1468.754,1468.303,1467.222,1467.181
1981-08-25,1391.582,1393.46,1392.212,1389.214,1392.238
1981-08-26,1337.295,1334.049,1327.133,1337.534,1336.909
1981-08-27,1288.627,1282.954,1282.055,1289.573,1283.923
1981-08-28,1235.027,1229.084,1233.235,1236.671,1228.488
1981-08-29,1179.297,1192.153,1205.094,1173.298,1182.768
1981-08-30,1156.845,1166.107,1157.791,1150.816,1165.978
1981-08-31,1135.733,1134.717,1108.097,1133.771,1143.135
1981-09-01,1111.868,1108.856,1114.977,1113.838,1107.473
1981-09-02,1120.027,1133.966,1105.813,1112.296,1139.564
1981-09-03,1134.119,1152.867,1155.189,1124.885,1147.529
1981-09-04,1169.85,1170.977,1165.48,1169.548,1173.001
1981-09-05,1183.158,1209.268,1149.191,1166.75,1223.401
1981-09-06,1193.03,1183.565,1188.1,1198.134,1185.2
1981-09-07,1224.234,1213.619,1239.665,1231.485,1208.957
1981-09-08,1303.525,1289.902,1290.271,1311.508,1295.149
1981-09-09,1362.884,1368.861,1373.661,1361.117,1366.488
1981-09-10,1410,1410.274,1413.271,1410.16,1409.587
1981-09-11,1429.226,1430.075,1431.094,1429.138,1429.668
1981-09-12,1440.567,1434.202,1431.635,1443.249,1435.769
1981-09-13,1437.828,1430.559,1429.286,1440.196,1431.545
1981-09-14,1401.415,1403.646,1404.091,1399.293,1401.95
1981-09-15,1350.089,1347.072,1345.42,1351.186,1347.299
1981-09-16,1289.028,1297.546,1293.79,1283.495,1295.839
1981-09-17,1247.39,1244.694,1245.281,1248.466,1244.028
1981-09-18,1209.017,1196.712,1209.078,1215.241,1195.514
1981-09-19,1173.412,1166.814,1144.296,1175.287,1175.007
1981-09-20,1122.526,1112.597,1110.795,1127.302,1115.253
1981-09-21,1074.918,1068.333,1065.481,1076.963,1070.305
1981-09-22,1029.663,1022.242,1037.326,1033.5,1018.851
1981-09-23,995.773,990.112,1001.89,998.633,987.439
1981-09-24,964.633,972.729,967.165,959.928,971.503
1981-09-25,945.852,942.223,935.762,946.57,944.763
1981-09-26,916.365,916.975,927.776,916.433,912.966
1981-09-27,901.679,902.839,892.064,899.798,905.432
1981-09-28,879.984,882.877,880.246,878.05,882.443
1981-09-29,868.598,862.794,856.457,870.38,866.092
1981-09-30,847.93,848.073,848.734,847.611,847.458
1981-10-01,838.299,831.858,827.412,840.556,834.81
1981-10-02,820.541,820.575,819.402,820.161,820.61
1981-10-03,807.564,808.027,807.649,807.057,807.719
1981-10-04,796.122,796.048,795.975,795.899,795.83
1981-10-05,785.417,785.35,785.282,785.213,785.151
1981-10-06,788.756,788.901,789.048,789.192,789.331
1981-10-07,811.139,811.21,811.276,811.339,811.406
1981-10-08,809.319,809.262,809.196,809.142,809.091
1981-10-09,797.221,797.137,797.049,796.966,796.889
1981-10-10,783.779,783.684,783.59,783.495,783.405
1981-10-11,772.169,772.121,772.07,772.022,771.976
1981-10-12,782.666,782.881,783.102,783.314,783.519
1981-10-13,823.816,829.584,831.794,822.437,828.236
1981-10-14,881.911,880.353,868.782,882.836,885.704
1981-10-15,931.655,934.876,945.832,932.196,931.847
1981-10-16,981.991,975.879,983.262,986.106,975.918
1981-10-17,987.764,986.256,986.717,988.267,986.233
1981-10-18,954.706,956.437,957.981,953.198,954.396
1981-10-19,906.467,905.932,903.099,905.313,905.854
1981-10-20,854.843,859.92,854.545,851.141,859.09
1981-10-21,821.781,820.516,814.539,821.231,822.063
1981-10-22,797.032,796.997,796.805,796.621,796.634
1981-10-23,781.963,781.877,781.793,781.71,781.63
1981-10-24,783.276,783.405,783.538,783.664,783.786
1981-10-25,815.401,817.091,814.23,815.226,818.327
1981-10-26,839.146,842.892,841.794,837.554,842.26
1981-10-27,834.142,844.211,833.513,828.549,844.327
1981-10-28,824.283,827.158,828.612,822.853,825.568
1981-10-29,814.829,814.28,814.033,814.843,814.25
1981-10-30,805.942,805.901,805.814,805.817,805.795
1981-10-31,802.152,802.134,802.119,802.116,802.099
1981-11-01,806.718,806.801,806.88,806.963,807.043
1981-11-02,833.356,831.047,838.764,835.974,830.345
1981-11-03,875.912,874.744,882.034,877.746,873.617
1981-11-04,898.894,903.8,892.879,896.044,905.984
1981-11-05,907.051,907.769,909.111,907.042,907.459
1981-11-06,931.548,937.712,929.773,928.852,939.232
1981-11-07,974.294,976.589,966.928,973.237,979.653
1981-11-08,1013.044,1016.413,1015.053,1012.502,1016.961
1981-11-09,1074.051,1074.209,1066.389,1074.504,1077.561
1981-11-10,1098.639,1082.629,1095.809,1107.192,1082.904
1981-11-11,1068.691,1068.311,1068.292,1068.442,1067.842
1981-11-12,1053.344,1058.385,1055.02,1050.974,1058.211
1981-11-13,1065.21,1071.31,1070.062,1062.38,1069.969
1981-11-14,1068.764,1052.336,1070.372,1077.628,1051.372
1981-11-15,1055.093,1055.239,1053.009,1054.608,1055.576
1981-11-16,1041.041,1032.881,1042.069,1045.143,1032.014
1981-11-17,1023.479,1027.572,1015.659,1020.322,1029.8
1981-11-18,1014.253,1013.603,1014.649,1014.717,1013.516
1981-11-19,1014.784,1013.656,1012.816,1014.996,1014.062
1981-11-20,1006.804,1008.607,1006.922,1005.99,1008.686
1981-11-21,1000.153,999.938,991.679,998.853,1001.762
1981-11-22,954.764,956.909,943.503,951.862,959.669
1981-11-23,938.99,941.085,947.747,939.005,938.854
1981-11-24,984.857,979.983,982.858,988.324,981.68
1981-11-25,1032.911,1029.056,1024.233,1035.147,1032.495
1981-11-26,1056.7,1060.898,1060.294,1055.339,1060.307
1981-11-27,1074.43,1074.559,1077.016,1074.786,1073.924
1981-11-28,1069.565,1073.872,1072.298,1067.024,1072.845
1981-11-29,1063.598,1074.228,1078.707,1059.522,1070.112
1981-11-30,1096.457,1107.422,1093.501,1090.543,1109.211
1981-12-01,1108.14,1107.384,1104.007,1108.693,1108.214
1981-12-02,1087.568,1075.892,1098.493,1093.461,1071.787
1981-12-03,1088.844,1092.424,1087.789,1087.857,1094.12
1981-12-04,1128.529,1096.071,1098.42,1146.667,1103.039
1981-12-05,1085.858,1080.778,1086.049,1088.262,1080.696
1981-12-06,1108.381,1124.179,1111.504,1101.488,1125.167
1981-12-07,1184.516,1179.634,1201.337,1190.812,1174.306
1981-12-08,1237.81,1246.29,1237.019,1233.21,1247.556
1981-12-09,1267.272,1278.966,1269.019,1260.821,1279.572
1981-12-10,1293.288,1285.693,1296.283,1298.517,1285.122
1981-12-11,1297.97,1298.784,1301.026,1297.995,1298.243
1981-12-12,1270.966,1285.149,1274.859,1262.433,1284.237
1981-12-13,1223.74,1213.718,1212.539,1226.605,1215.519
1981-12-14,1180.29,1191.187,1207.132,1177.502,1181.741
1981-12-15,1307.763,1306.889,1320.007,1314.005,1307.366
1981-12-16,1599.945,1612.242,1608.959,1597.159,1615.538
1981-12-17,1910.951,1903.405,1906.183,1915.429,1907.742
1981-12-18,2131.917,2128.373,2122.464,2150.239,2139.214
1981-12-19,2290.311,2274.186,2286.831,2309.669,2268.12
1981-12-20,2318.614,2335.648,2336.343,2310.965,2329.834
1981-12-21,2301.69,2279.68,2296.282,2306.791,2269.086
1981-12-22,2314.769,2297.967,2312.372,2331.135,2290.068
1981-12-23,2430.012,2433.792,2433.92,2430.499,2432.897
1981-12-24,2592.345,2604.145,2626.494,2572.704,2590.783
1981-12-25,2650.857,2657.958,2594.094,2615.265,2665.532
1981-12-26,2696.153,2694.237,2689.043,2692.663,2694.617
1981-12-27,2602.845,2593.434,2592.865,2614.822,2592.757
1981-12-28,2428.661,2403.741,2403.97,2434.822,2400.12
1981-12-29,2229.359,2215.008,2219.028,2236.504,2217.209
1981-12-30,2039.574,2036.158,2045.04,2037.238,2030.002
1981-12-31,1917.328,1925.891,1956.687,1911.713,1913.468
1982-01-01,1869.334,1863.666,1863.44,1874.705,1864.787
1982-01-02,1763.391,1773.79,1802.585,1758.62,1756.443
1982-01-03,1717.008,1730.041,1737.022,1710.931,1721.63
1982-01-04,1693.08,1721.468,1673.67,1675.331,1729.558
1982-01-05,1738.663,1736.921,1764.477,1745.226,1728.299
1982-01-06,1829.358,1837.953,1836.591,1823.535,1836.267
1982-01-07,1778.67,1757.092,1740.162,1789.544,1769.224
1982-01-08,1701.362,1722.802,1687.65,1686.715,1727.883
1982-01-09,1673.267,1706.705,1654.674,1653.602,1717.712
